@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {normalOG,murmurOG,Noisy Murmur}

@DATA
0.049628,0.009862,2.596857,0.156001,0.202769,0.433772,0.036771,0.074981,-32.777125,7.000069,-3.064513,3.137122,-1.070566,0.682820,0.436818,-0.792699,1.123400,-0.604443,0.494586,0.010335,-0.174159,0.003438,0.000326,0.118206,0.002684,0.012032,0.001847,0.207817,0.000168,0.001151,0.005176,0.055511,0.000535,0.069836,0.022404,0.020583,0.435698,0.032882,0.031707,0.271564,0.025704,0.035758,1.678269,0.815994,0.374670,0.310609,0.344923,0.232931,0.187708,0.159400,0.186564,0.201463,0.201818,0.128407,0.127105,0.003561,0.000426,0.070465,0.003187,0.010547,0.002233,0.096569,0.000174,0.001363,0.005404,0.036138,0.000636,0.019771,normalOG
0.050572,0.014080,2.507344,0.172185,0.215528,0.441335,0.037023,0.081611,-32.614823,6.794955,-3.341123,3.251539,-0.991659,0.789741,0.514057,-0.808080,1.065332,-0.675120,0.537543,0.021635,-0.178916,0.002756,0.000429,0.104813,0.001992,0.010509,0.001481,0.212993,0.000376,0.000956,0.004161,0.057598,0.000600,0.068819,0.025233,0.033092,0.509531,0.045102,0.037824,0.316360,0.024318,0.072289,1.719637,0.987018,0.538985,0.300776,0.315037,0.210372,0.162557,0.155798,0.141615,0.175333,0.170495,0.152096,0.113742,0.002846,0.000679,0.057002,0.002227,0.009293,0.001723,0.098906,0.000646,0.001208,0.003254,0.037968,0.001017,0.020860,normalOG
0.039601,0.019110,2.520690,0.155683,0.208541,0.334189,0.037259,0.062114,-32.643320,6.862776,-3.231658,3.213306,-1.025842,0.776895,0.477946,-0.696064,1.142827,-0.707672,0.580680,0.038155,-0.203881,0.002405,0.000321,0.125542,0.001553,0.009803,0.001106,0.213338,0.000180,0.000722,0.003661,0.052280,0.000349,0.072909,0.020655,0.037186,0.554525,0.045080,0.037414,0.284849,0.026002,0.041427,2.090191,0.848917,0.453998,0.409636,0.431776,0.225813,0.162154,0.173991,0.226995,0.209997,0.201189,0.145375,0.131835,0.002905,0.000417,0.075908,0.002344,0.010768,0.001301,0.107270,0.000287,0.001020,0.003762,0.034189,0.000471,0.021598,normalOG
0.055653,0.023565,2.593882,0.164506,0.207561,0.497591,0.047419,0.083500,-32.059763,7.082488,-3.334721,3.265280,-1.220070,0.703747,0.492507,-0.762600,1.183629,-0.740259,0.471390,-0.030890,-0.222051,0.004641,0.000833,0.118370,0.002713,0.011540,0.002930,0.203317,0.000281,0.001053,0.005427,0.052643,0.000695,0.069677,0.037946,0.041795,0.408993,0.045877,0.037686,0.405781,0.028786,0.058806,1.531395,0.701660,0.388053,0.417531,0.359896,0.288048,0.159753,0.154398,0.196521,0.186022,0.222820,0.122020,0.117352,0.005799,0.001466,0.077784,0.004221,0.014889,0.006701,0.095995,0.000626,0.001512,0.006743,0.036227,0.000899,0.020575,normalOG
0.056497,0.019464,2.595897,0.165765,0.214035,0.448346,0.043946,0.075571,-32.000607,7.024264,-3.351962,3.297967,-1.314293,0.712235,0.512993,-0.744659,1.216788,-0.755260,0.523125,0.003728,-0.184726,0.003586,0.000669,0.117231,0.002157,0.009714,0.002000,0.233529,0.000234,0.001123,0.004204,0.043734,0.000831,0.074979,0.033704,0.032607,0.417978,0.042106,0.031420,0.337481,0.030562,0.049805,1.771319,0.633224,0.464686,0.394529,0.331875,0.254460,0.149392,0.168590,0.180322,0.200470,0.202967,0.144748,0.127587,0.004682,0.001079,0.072435,0.002762,0.009115,0.003075,0.100640,0.000312,0.001494,0.004963,0.030057,0.001130,0.020581,normalOG
0.043802,0.021496,2.461599,0.165800,0.209509,0.463349,0.031886,0.081148,-32.680428,6.908148,-3.134540,3.246982,-1.073923,0.698866,0.468713,-0.730337,1.122289,-0.721154,0.476136,-0.001451,-0.195468,0.003842,0.000434,0.137939,0.003150,0.011984,0.002952,0.202558,0.000228,0.000990,0.004688,0.045228,0.000659,0.071319,0.023622,0.046983,0.597629,0.047150,0.043361,0.361506,0.021634,0.053984,2.291764,1.034960,0.643283,0.466416,0.479757,0.243978,0.224761,0.220788,0.256055,0.205345,0.233298,0.123015,0.123779,0.004243,0.000534,0.087817,0.004656,0.010816,0.005505,0.099708,0.000307,0.001277,0.005215,0.020925,0.001159,0.021501,normalOG
0.053005,0.007533,2.516952,0.153949,0.200109,0.444191,0.040686,0.074583,-33.409079,6.889709,-2.816496,2.969407,-1.106297,0.665175,0.480168,-0.780430,0.984255,-0.649318,0.444523,0.004528,-0.180481,0.003926,0.000376,0.119665,0.003127,0.009423,0.002157,0.200134,0.000191,0.001113,0.004652,0.060245,0.000562,0.069934,0.022380,0.013378,0.442095,0.032748,0.040322,0.287577,0.025621,0.043362,1.961056,1.105364,0.479257,0.388962,0.428061,0.254293,0.182782,0.148953,0.207962,0.196655,0.215143,0.138113,0.109647,0.004167,0.000529,0.072030,0.003450,0.008508,0.002484,0.102089,0.000286,0.001421,0.004791,0.039952,0.000824,0.018644,normalOG
0.044598,0.008532,2.501457,0.155163,0.205166,0.411387,0.039071,0.068000,-33.416955,6.809045,-2.814233,3.026953,-1.150933,0.662157,0.463408,-0.777128,1.015364,-0.668793,0.463592,0.019054,-0.176192,0.003286,0.000376,0.117135,0.002751,0.009693,0.001940,0.209938,0.000175,0.001102,0.003749,0.059608,0.000512,0.070848,0.021746,0.017128,0.447563,0.032018,0.034727,0.259540,0.023272,0.038272,2.092502,0.960993,0.469713,0.429764,0.417090,0.245521,0.177618,0.172033,0.237412,0.204525,0.232621,0.141191,0.134947,0.003204,0.000537,0.069286,0.003327,0.010044,0.002369,0.100250,0.000188,0.001429,0.004044,0.042878,0.000686,0.019680,normalOG
0.056473,0.026723,2.640573,0.167372,0.205363,0.547953,0.032886,0.086405,-30.719397,7.630196,-3.653735,3.272151,-1.391125,0.865012,0.592356,-0.910668,1.176984,-0.780339,0.581520,0.033893,-0.283673,0.004544,0.000664,0.136750,0.003108,0.011597,0.002742,0.201454,0.000455,0.001208,0.005191,0.044066,0.000825,0.071596,0.022603,0.039358,0.413702,0.037748,0.031095,0.357328,0.021122,0.047728,1.282339,0.614694,0.364850,0.379158,0.302910,0.167295,0.172072,0.168973,0.227913,0.169490,0.212172,0.147662,0.145648,0.005565,0.000945,0.088748,0.004603,0.009205,0.003507,0.100724,0.000668,0.001553,0.005780,0.024178,0.001429,0.020421,normalOG
0.044116,0.015959,2.571117,0.145802,0.196236,0.312504,0.039913,0.063250,-33.236650,6.852428,-2.935145,3.192513,-0.886892,0.728793,0.487066,-0.808679,1.056152,-0.546590,0.494641,0.067194,-0.145912,0.001999,0.000298,0.113787,0.001230,0.009522,0.001662,0.221788,0.000169,0.000836,0.003568,0.059015,0.000424,0.073796,0.021194,0.031892,0.444129,0.040290,0.042991,0.237473,0.021228,0.032512,1.806398,1.000321,0.412303,0.248617,0.430922,0.250906,0.213854,0.138191,0.198358,0.218163,0.201843,0.126341,0.148811,0.002051,0.000679,0.070604,0.001628,0.007016,0.003167,0.110914,0.000224,0.001307,0.004177,0.037092,0.000768,0.020756,normalOG
0.049874,0.012562,2.524009,0.172076,0.217995,0.453933,0.032877,0.074107,-32.539845,6.844666,-3.211978,3.333191,-1.037178,0.871397,0.575197,-0.753358,1.083397,-0.749014,0.537993,0.006689,-0.205285,0.003720,0.000405,0.123377,0.002761,0.021576,0.001322,0.173497,0.000209,0.000659,0.004685,0.055167,0.000490,0.063828,0.017417,0.025522,0.575862,0.036318,0.028746,0.233979,0.019525,0.023942,1.879208,0.736055,0.505076,0.334359,0.429127,0.205095,0.142480,0.157859,0.204900,0.224012,0.239949,0.140449,0.132999,0.003450,0.000366,0.083966,0.003011,0.012579,0.001598,0.091200,0.000151,0.000607,0.003273,0.035953,0.000646,0.020463,normalOG
0.064793,0.013980,2.592311,0.196687,0.239544,0.465551,0.033953,0.079063,-31.673047,6.750428,-3.768338,3.525511,-1.364643,0.674273,0.663302,-0.830456,1.248627,-0.623718,0.531596,0.019075,-0.179599,0.001806,0.000523,0.144788,0.001224,0.008235,0.001456,0.213074,0.000520,0.001142,0.002662,0.043986,0.000580,0.074825,0.040484,0.026843,0.430170,0.047127,0.036014,0.347766,0.021927,0.070480,1.241316,0.815045,0.310997,0.357594,0.303934,0.234038,0.186177,0.150782,0.162782,0.195906,0.199733,0.130087,0.144953,0.002013,0.000643,0.083724,0.001304,0.008383,0.001986,0.098670,0.001066,0.001598,0.002775,0.028696,0.000828,0.019661,normalOG
0.078015,0.015515,2.543534,0.202550,0.242800,0.440513,0.027411,0.069056,-31.741641,6.703900,-3.754754,3.571031,-1.344063,0.676568,0.704080,-0.786132,1.314480,-0.651920,0.425469,0.008030,-0.181190,0.001771,0.000675,0.144369,0.001336,0.009153,0.000812,0.232622,0.000247,0.000801,0.002936,0.035548,0.000613,0.076869,0.043331,0.026742,0.419184,0.054938,0.045259,0.279819,0.018619,0.054379,1.355908,1.022680,0.280665,0.301499,0.324104,0.212330,0.179450,0.126606,0.191063,0.195041,0.225453,0.140408,0.107410,0.001888,0.001004,0.067926,0.001675,0.008258,0.000970,0.087205,0.000244,0.000778,0.002647,0.023920,0.000995,0.016580,normalOG
0.061181,0.008135,2.844724,0.209997,0.251370,0.511915,0.034590,0.077750,-31.444102,6.759362,-3.803301,3.683332,-1.399824,0.637171,0.625155,-0.951989,1.178186,-0.672522,0.518084,0.015462,-0.175449,0.002689,0.000298,0.112900,0.001250,0.008022,0.001694,0.222855,0.000611,0.001012,0.003405,0.049072,0.000454,0.074789,0.044590,0.011637,0.226597,0.041954,0.023244,0.294849,0.012726,0.070904,0.979031,0.563390,0.209793,0.166830,0.215560,0.124827,0.149371,0.136962,0.127454,0.171227,0.175305,0.129699,0.087156,0.002643,0.000260,0.086861,0.000751,0.007536,0.001234,0.106887,0.000708,0.001402,0.002044,0.034985,0.000384,0.020556,normalOG
0.128607,0.013919,2.589141,0.209865,0.194761,1.296317,0.022701,0.213643,-30.300065,8.044974,-3.959939,2.640857,-1.570882,0.726195,0.462346,-0.768280,1.287172,-0.758231,0.545889,-0.022523,-0.238290,0.010828,0.006339,0.071276,0.007846,0.024081,0.006881,0.108260,0.001563,0.004823,0.011678,0.046682,0.009698,0.037594,0.057204,0.017733,0.533974,0.037617,0.031835,0.506488,0.010373,0.077556,1.729346,0.840411,0.542091,0.595282,0.304657,0.314664,0.206956,0.204439,0.252496,0.206545,0.198198,0.148981,0.144068,0.009494,0.007568,0.042203,0.007515,0.019046,0.007890,0.064597,0.002281,0.005052,0.007690,0.027047,0.010627,0.015896,normalOG
0.143482,0.015485,2.629961,0.205524,0.173659,1.372871,0.024334,0.228142,-30.154682,8.408636,-3.980345,2.239970,-1.643742,0.722155,0.469768,-0.832663,1.160403,-0.687624,0.595304,-0.023438,-0.258755,0.010929,0.006793,0.068821,0.008133,0.019735,0.010606,0.097757,0.003445,0.007680,0.012577,0.044141,0.006889,0.034264,0.064467,0.018824,0.546101,0.043783,0.032539,0.534032,0.015303,0.088864,1.630868,0.904081,0.614384,0.591007,0.409245,0.261511,0.242295,0.240102,0.242802,0.223080,0.215351,0.159269,0.141498,0.008849,0.008119,0.045723,0.007087,0.012783,0.010322,0.070885,0.005097,0.008232,0.008518,0.030968,0.007881,0.019450,normalOG
0.059364,0.007861,2.722019,0.160124,0.195602,0.609561,0.029622,0.097955,-32.639930,7.260239,-2.876904,3.091790,-1.127679,0.715540,0.443907,-0.833610,1.034148,-0.696723,0.452557,-0.037596,-0.229459,0.009960,0.000630,0.109191,0.004846,0.014692,0.003308,0.185943,0.000354,0.001751,0.008791,0.053870,0.000652,0.062821,0.021661,0.018269,0.390359,0.033318,0.032482,0.353529,0.016087,0.045122,1.478662,0.595954,0.489080,0.387735,0.327997,0.256985,0.193582,0.154462,0.199482,0.202097,0.206599,0.146255,0.139482,0.013055,0.000901,0.064683,0.005510,0.011501,0.004055,0.088911,0.000657,0.002388,0.008371,0.036712,0.000934,0.018742,normalOG
0.073744,0.015768,2.815959,0.171816,0.200517,0.736775,0.027608,0.118667,-30.891090,7.713015,-3.509829,3.253849,-1.345802,0.722871,0.393029,-1.098340,1.078086,-0.759028,0.445139,-0.057835,-0.251770,0.010541,0.000567,0.113723,0.009740,0.012931,0.005480,0.168017,0.000419,0.003029,0.008131,0.050289,0.000794,0.060445,0.030350,0.024804,0.293526,0.029385,0.026674,0.342888,0.017638,0.054742,0.970223,0.543317,0.366721,0.329873,0.298095,0.222732,0.176112,0.167457,0.173606,0.195391,0.206604,0.132622,0.117323,0.012733,0.000644,0.077650,0.013099,0.011274,0.007672,0.091934,0.000696,0.004645,0.007408,0.030883,0.000946,0.020393,normalOG
0.050268,0.019282,2.599370,0.155494,0.200959,0.450099,0.031711,0.078300,-32.599540,7.128876,-2.967435,3.212142,-1.092107,0.717658,0.426928,-0.840289,1.087733,-0.618734,0.528831,-0.022062,-0.186726,0.004637,0.000279,0.109553,0.002666,0.014961,0.001966,0.197878,0.000216,0.001113,0.005296,0.061586,0.000455,0.066855,0.018808,0.046027,0.462382,0.035083,0.032648,0.274303,0.017384,0.036869,1.949370,0.725530,0.505078,0.379776,0.346665,0.253567,0.172643,0.170572,0.218367,0.242214,0.195556,0.130895,0.118267,0.004964,0.000376,0.070665,0.003038,0.012907,0.002528,0.086993,0.000308,0.001344,0.005031,0.039883,0.000558,0.016620,normalOG
0.059497,0.016511,2.706336,0.174500,0.213718,0.539387,0.032668,0.089275,-30.999225,7.460472,-3.558338,3.355470,-1.323814,0.872968,0.489279,-0.937565,1.249359,-0.690838,0.596117,-0.017626,-0.232031,0.004196,0.000559,0.111865,0.002448,0.015076,0.002143,0.190384,0.000417,0.001411,0.004839,0.060816,0.000730,0.066216,0.027259,0.027123,0.354774,0.033628,0.027392,0.288731,0.018334,0.044697,1.230478,0.459463,0.352320,0.357112,0.305859,0.190338,0.167099,0.151717,0.182247,0.208995,0.214929,0.129835,0.103760,0.003789,0.000696,0.072436,0.002604,0.013511,0.001832,0.095266,0.000680,0.001571,0.004351,0.040917,0.000754,0.019375,normalOG
0.062980,0.043282,2.430653,0.166052,0.195720,0.628980,0.028397,0.107194,-31.448267,7.623554,-3.279726,3.165356,-1.222800,0.791909,0.527959,-0.793238,1.132831,-0.718190,0.539372,-0.048959,-0.230043,0.006443,0.000753,0.121925,0.003718,0.017852,0.002625,0.150454,0.000661,0.001240,0.008283,0.060504,0.000956,0.055453,0.029591,0.072439,0.586466,0.045978,0.042160,0.420435,0.016277,0.065832,2.245262,0.843953,0.666962,0.580561,0.420723,0.227398,0.147196,0.202233,0.229029,0.240417,0.241482,0.135433,0.142296,0.006666,0.001115,0.060197,0.003554,0.013203,0.002435,0.069148,0.001680,0.001271,0.007420,0.026564,0.001442,0.014787,normalOG
0.069033,0.017232,2.278722,0.163116,0.189318,0.634041,0.024983,0.110625,-32.152825,7.517528,-3.133958,2.886914,-1.120949,0.805260,0.525363,-0.743054,1.133839,-0.625879,0.486354,-0.033446,-0.226944,0.006092,0.000848,0.116430,0.003797,0.015723,0.002677,0.167962,0.000440,0.001714,0.009681,0.056386,0.001076,0.058470,0.028934,0.025883,0.743913,0.044920,0.041911,0.362023,0.015558,0.052664,1.787332,0.964622,0.540497,0.427455,0.303792,0.218703,0.180178,0.189046,0.221762,0.180432,0.216306,0.175758,0.171978,0.005370,0.000897,0.061470,0.003938,0.010044,0.002840,0.063713,0.000566,0.002056,0.008030,0.031448,0.001125,0.014603,normalOG
0.074949,0.007672,2.555916,0.176276,0.203933,0.735565,0.025493,0.117702,-32.698581,7.169640,-3.075331,2.813258,-1.322636,0.639083,0.495687,-0.768041,1.015175,-0.701345,0.458499,-0.035120,-0.205158,0.006547,0.000990,0.104349,0.004806,0.014399,0.006081,0.177338,0.000639,0.002193,0.006527,0.059206,0.001514,0.059375,0.036140,0.015249,0.469646,0.043416,0.039960,0.425311,0.016033,0.069733,1.635423,0.899406,0.524262,0.450760,0.302760,0.230673,0.182642,0.159377,0.204043,0.209382,0.189485,0.150671,0.151448,0.005494,0.001175,0.064374,0.005991,0.016164,0.007340,0.076721,0.001356,0.002987,0.004857,0.033429,0.002017,0.018146,normalOG
0.067085,0.007011,2.541152,0.180341,0.214750,0.664008,0.023745,0.109167,-32.444114,7.077838,-3.175010,3.140152,-1.193107,0.682335,0.528877,-0.759209,1.061491,-0.682366,0.552518,0.007900,-0.223417,0.006346,0.000663,0.111440,0.003575,0.021209,0.003272,0.166817,0.000612,0.002654,0.008542,0.052491,0.001035,0.058031,0.030007,0.014208,0.545527,0.035610,0.028364,0.411576,0.013418,0.081525,1.663950,0.737008,0.412318,0.411458,0.336026,0.281652,0.156200,0.116550,0.200119,0.252203,0.181698,0.157693,0.123901,0.007371,0.001183,0.065854,0.003309,0.019154,0.003122,0.088531,0.001320,0.004559,0.008401,0.029533,0.001326,0.019840,normalOG
0.090480,0.004600,2.689297,0.194602,0.216199,0.855969,0.022293,0.134389,-32.776784,7.034814,-3.170756,2.864355,-1.158264,0.920981,0.636530,-0.939592,0.983316,-0.642164,0.422153,-0.014109,-0.274759,0.008345,0.000745,0.124431,0.005177,0.021064,0.004057,0.145885,0.000555,0.002390,0.014474,0.043808,0.001104,0.055230,0.036723,0.010269,0.460306,0.034588,0.027627,0.370114,0.013232,0.061023,1.350875,0.624597,0.361886,0.354216,0.304433,0.186968,0.177664,0.143451,0.184514,0.194092,0.191780,0.138207,0.116399,0.008211,0.000818,0.074563,0.005104,0.014704,0.004032,0.072380,0.000541,0.002471,0.013007,0.026213,0.001210,0.017674,normalOG
0.053807,0.006621,2.626826,0.182978,0.229201,0.468253,0.029738,0.076615,-32.904659,6.648960,-3.171528,3.212704,-1.292464,0.767803,0.686688,-0.787003,1.114148,-0.678056,0.464135,0.064838,-0.205117,0.002817,0.000529,0.140441,0.001597,0.011462,0.001516,0.199171,0.000293,0.001000,0.004384,0.046929,0.000724,0.070885,0.028571,0.011513,0.412575,0.038593,0.036411,0.292510,0.017199,0.046168,1.589533,0.812325,0.416911,0.310283,0.246129,0.196329,0.196484,0.137107,0.188140,0.160784,0.187100,0.138126,0.125132,0.003103,0.000729,0.078239,0.001769,0.011328,0.001299,0.089943,0.000317,0.001136,0.003882,0.028767,0.001005,0.017632,normalOG
0.064422,0.011009,2.684771,0.171893,0.207126,0.655781,0.027671,0.094386,-31.469464,7.370245,-3.480814,3.287511,-1.099669,0.920691,0.478251,-1.024359,1.072979,-0.772165,0.432722,-0.069296,-0.272486,0.006757,0.000445,0.123542,0.002531,0.013351,0.002354,0.192401,0.000548,0.001282,0.006355,0.048944,0.000605,0.065250,0.025514,0.019001,0.397440,0.034086,0.027658,0.314135,0.016022,0.037896,1.024154,0.501781,0.365922,0.327683,0.289627,0.187821,0.192016,0.172470,0.188800,0.149203,0.207006,0.132644,0.111799,0.007714,0.000527,0.067138,0.002403,0.011467,0.002898,0.083668,0.000643,0.001370,0.006533,0.028791,0.000716,0.017473,normalOG
0.049858,0.026495,2.532367,0.159868,0.204818,0.420264,0.028435,0.075983,-31.715873,7.302999,-3.237492,3.433329,-1.166259,0.803180,0.591542,-0.747348,1.189829,-0.706873,0.552650,-0.000431,-0.218041,0.003988,0.000388,0.133367,0.002005,0.018372,0.001415,0.168138,0.000245,0.000850,0.006621,0.057398,0.000485,0.062753,0.019629,0.046007,0.478350,0.038353,0.036492,0.248054,0.014852,0.028437,1.917533,0.768473,0.473412,0.375743,0.349135,0.249757,0.162865,0.179974,0.269398,0.217115,0.199642,0.164151,0.137757,0.003974,0.000426,0.065332,0.002057,0.013422,0.001431,0.084635,0.000296,0.000973,0.006828,0.033686,0.000622,0.016187,normalOG
0.063652,0.013933,2.496725,0.177941,0.213267,0.587795,0.033296,0.101605,-31.813028,7.199134,-3.370095,3.276347,-1.291576,0.708882,0.588951,-0.770101,1.113451,-0.762013,0.499120,-0.023596,-0.226603,0.004839,0.000722,0.110971,0.003663,0.014740,0.002782,0.190238,0.000398,0.001667,0.005750,0.055866,0.000989,0.063976,0.032839,0.023505,0.489701,0.042773,0.034109,0.367663,0.023586,0.068333,1.722731,0.773413,0.531498,0.384634,0.339369,0.259437,0.167311,0.156385,0.214806,0.224284,0.209519,0.141407,0.122843,0.005585,0.000950,0.065163,0.003818,0.014730,0.003132,0.082561,0.000626,0.002314,0.005672,0.035388,0.001399,0.017202,normalOG
0.060829,0.008970,2.473658,0.175429,0.210197,0.588371,0.033469,0.099400,-32.571348,7.020512,-3.208482,3.010122,-1.348914,0.548283,0.540017,-0.718730,1.087832,-0.638546,0.541662,0.033723,-0.199689,0.004245,0.000777,0.113278,0.003604,0.009501,0.003160,0.209418,0.000349,0.002101,0.005107,0.052381,0.001311,0.068023,0.031909,0.014081,0.520372,0.047530,0.037957,0.402327,0.021661,0.074157,1.773486,0.827876,0.534329,0.463534,0.335389,0.264475,0.156945,0.166579,0.247974,0.210467,0.200738,0.163702,0.131728,0.004478,0.001052,0.066219,0.005435,0.007653,0.005052,0.089544,0.000456,0.002943,0.005198,0.033444,0.001861,0.019729,normalOG
0.060804,0.009222,2.531817,0.167688,0.207768,0.553526,0.034174,0.084682,-32.540393,7.090112,-3.087064,2.989707,-1.438415,0.576002,0.490255,-0.754948,1.110702,-0.651343,0.528631,-0.017148,-0.166714,0.003497,0.001153,0.116908,0.003602,0.010471,0.001666,0.220300,0.000239,0.001198,0.004801,0.050682,0.001063,0.071719,0.030421,0.014750,0.514167,0.038807,0.034726,0.365088,0.025014,0.049991,1.786257,0.818743,0.500845,0.422853,0.302096,0.291506,0.155867,0.145774,0.220471,0.181621,0.188137,0.111377,0.159099,0.003594,0.002247,0.069973,0.004343,0.009270,0.001618,0.093273,0.000276,0.001125,0.005243,0.035121,0.001226,0.018335,normalOG
0.060930,0.011398,2.481166,0.165679,0.203220,0.558292,0.036139,0.096417,-32.817004,7.074483,-2.986986,2.912735,-1.372771,0.652695,0.583839,-0.742221,1.055242,-0.647593,0.519770,0.038589,-0.176432,0.003478,0.000803,0.123562,0.004088,0.012450,0.002882,0.182299,0.000318,0.002143,0.003964,0.060597,0.001155,0.064296,0.030620,0.018135,0.560688,0.046612,0.040020,0.405428,0.021642,0.067061,1.848490,0.888195,0.438440,0.454420,0.333035,0.251237,0.198429,0.194548,0.243255,0.226260,0.190402,0.147542,0.116510,0.004116,0.001152,0.074337,0.006538,0.010167,0.004216,0.073077,0.000401,0.003617,0.003811,0.037380,0.002000,0.017321,normalOG
0.041132,0.022302,2.705009,0.142603,0.200442,0.277042,0.040287,0.055407,-31.689799,7.239309,-3.215039,3.518038,-1.225885,0.807795,0.562158,-0.819897,1.192944,-0.740376,0.522767,-0.002040,-0.172582,0.002400,0.000181,0.145965,0.001344,0.006893,0.000957,0.206373,0.000088,0.000426,0.003219,0.059451,0.000227,0.076766,0.019361,0.047164,0.287630,0.031334,0.028889,0.175135,0.027777,0.019108,1.345801,0.545354,0.345070,0.271503,0.335134,0.167753,0.148551,0.123484,0.186470,0.197242,0.184889,0.125578,0.107328,0.002894,0.000172,0.088273,0.001497,0.005214,0.000970,0.100830,0.000101,0.000456,0.002842,0.044404,0.000303,0.017095,normalOG
0.045226,0.011251,2.632656,0.155777,0.205693,0.372417,0.032864,0.068432,-33.004391,6.853842,-2.889589,3.306258,-1.052601,0.764888,0.502141,-0.806193,1.107829,-0.616333,0.465365,-0.046280,-0.204062,0.003543,0.000273,0.147038,0.002614,0.007937,0.001392,0.195794,0.000151,0.000878,0.007587,0.046432,0.000337,0.069546,0.019108,0.026515,0.396118,0.036904,0.033796,0.289256,0.019882,0.032820,1.727707,0.655815,0.484168,0.369003,0.351628,0.199043,0.153050,0.191621,0.216650,0.231255,0.250399,0.138386,0.116847,0.003376,0.000376,0.077162,0.004587,0.008440,0.002209,0.076621,0.000205,0.001148,0.010076,0.032413,0.000390,0.015630,normalOG
0.078298,0.019839,2.690550,0.179581,0.215719,0.643528,0.028367,0.098000,-30.522256,7.560176,-3.691089,3.613398,-1.346303,0.770958,0.594916,-0.997577,1.193868,-0.723695,0.484354,-0.059833,-0.265495,0.006698,0.000440,0.114510,0.005214,0.020239,0.002427,0.165223,0.000371,0.001704,0.007636,0.053643,0.001121,0.059129,0.030860,0.028742,0.343369,0.037301,0.031090,0.386688,0.016836,0.055831,1.117663,0.680563,0.288893,0.280337,0.315672,0.232252,0.184299,0.189652,0.201900,0.174693,0.193251,0.132230,0.134468,0.007755,0.000408,0.063482,0.005472,0.017690,0.002781,0.092930,0.000364,0.002287,0.008323,0.033435,0.001799,0.020123,normalOG
